Servicio BN,Motivo BN,Canal Incidencia SBS,Servicio SBS,Motivo SBS,Canal Incidencia,Servicio,Motivo,Qty
0600,030002,99,06,03,No existe un canal asociado,TARJETA DE DEBITO - VISA,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1616
0600,050000,99,06,06,No existe un canal asociado,TARJETA DE DEBITO - VISA,TRANSACCION NO PROCESADA / MAL REALIZADA,2
0600,060100,99,06,06,No existe un canal asociado,TARJETA DE DEBITO - VISA,TRANSACCION NO PROCESADA / MAL REALIZADA,2885
0600,070000,99,06,07,No existe un canal asociado,TARJETA DE DEBITO - VISA,RETENCIONES INDEBIDAS (JUDICIALES Y/O COACTIVAS),30
0600,080000,99,06,08,No existe un canal asociado,TARJETA DE DEBITO - VISA,CANCELACION DE CUENTA,69
0600,150000,99,06,15,No existe un canal asociado,TARJETA DE DEBITO - VISA,"PROBLEM. CON TARJETA DEBITO / CREDITO (RETENIDA, DESACTIVADA, BLOQUEADA, ANULADA, CANCELADA)",90
0600,180000,99,06,18,No existe un canal asociado,TARJETA DE DEBITO - VISA,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",2216
0600,180001,99,06,18,No existe un canal asociado,TARJETA DE DEBITO - VISA,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",541
0600,180009,99,06,18,No existe un canal asociado,TARJETA DE DEBITO - VISA,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",1
0600,190000,99,06,19,No existe un canal asociado,TARJETA DE DEBITO - VISA,"DEMORA O INCUMPLIM.DE ENVIO DE CORRESPOND. (ESTAD. DE CTA., NOTAS DE CARGO, CRONOG. DE PAGOS, ETC.)",5
0600,210000,99,06,21,No existe un canal asociado,TARJETA DE DEBITO - VISA,PUBLICIDAD ENGAÑOSA O INFORMACIÓN QUE INDUCE A ERROR,1
0600,270000,99,06,27,No existe un canal asociado,TARJETA DE DEBITO - VISA,DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),6
0600,280000,99,06,28,No existe un canal asociado,TARJETA DE DEBITO - VISA,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,80
0600,280005,99,06,28,No existe un canal asociado,TARJETA DE DEBITO - VISA,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,236
0600,280006,99,06,28,No existe un canal asociado,TARJETA DE DEBITO - VISA,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,2
0600,280800,99,06,28,No existe un canal asociado,TARJETA DE DEBITO - VISA,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,1677
0600,300000,99,06,30,No existe un canal asociado,TARJETA DE DEBITO - VISA,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,297
0600,330000,99,06,33,No existe un canal asociado,TARJETA DE DEBITO - VISA,DIFUSION DE INFORMACION DE OPERACIONES SIN AUTORIZACION DEL USUARIO,9
0600,340000,99,06,34,No existe un canal asociado,TARJETA DE DEBITO - VISA,ERROR EN LOS DATOS DEL USUARIO REGISTRADOS EN LA EMPRESA,1
0600,380000,99,06,38,No existe un canal asociado,TARJETA DE DEBITO - VISA,PRCAOE - NO DISPENSO EFECTIVO O VOUCHER,103
0600,380001,99,06,38,No existe un canal asociado,TARJETA DE DEBITO - VISA,PRCAOE - NO DISPENSO EFECTIVO O VOUCHER,122
0600,380003,99,06,38,No existe un canal asociado,TARJETA DE DEBITO - VISA,PRCAOE - NO DISPENSO EFECTIVO O VOUCHER,7
0600,390000,99,06,39,No existe un canal asociado,TARJETA DE DEBITO - VISA,INADECUADA ATENCION AL USUARIO,33
0600,390002,99,06,39,No existe un canal asociado,TARJETA DE DEBITO - VISA,INADECUADA ATENCION AL USUARIO,43
0600,700001,99,06,28,No existe un canal asociado,TARJETA DE DEBITO - VISA,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,2
0600,700008,99,06,18,No existe un canal asociado,TARJETA DE DEBITO - VISA,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",3
0700,010000,01,07,01,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,"INCUMPLIMIENTO DE CLAUSULAS DE LOS CONTRATOS, POLIZAS, CONDICIONES, ACUERDOS",3
0700,020000,01,07,02,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",3
0700,030000,01,07,03,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",8
0700,060100,01,07,06,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,TRANSACCION NO PROCESADA / MAL REALIZADA,6
0700,107000,01,07,107,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,MODIFICACIONES CONTRACTUALES DEL CRÉDITO - INSATISFACCIÓN POR FALTA DE ENTREGA O DEMORA EN LAS COMUNICACIONES,1
0700,111000,01,07,111,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,MODIFICACIONES CONTRACTUALES DEL CRÉDITO - OTROS MOTIVOS,1
0700,190000,01,07,19,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,"DEMORA O INCUMPLIM.DE ENVIO DE CORRESPOND. (ESTAD. DE CTA., NOTAS DE CARGO, CRONOG. DE PAGOS, ETC.)",5
0700,280800,01,07,28,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,1
0700,390000,01,07,39,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,INADECUADA ATENCION AL USUARIO,2
0700,700010,01,07,03,OFICINA,CREDITO HIPOTECARIO PARA VIVIENDA,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",4
0800,030000,01,08,03,OFICINA,"CREDITO CORPORATIVO A GRANDES, PEQUEÑAS Y MEDIANAS EMPRESAS - IFIS","COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1
0900,010000,01,09,01,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,"INCUMPLIMIENTO DE CLAUSULAS DE LOS CONTRATOS, POLIZAS, CONDICIONES, ACUERDOS",16
0900,020000,01,09,02,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",8
0900,030000,01,09,03,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",137
0900,030002,01,09,03,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1
0900,040000,01,09,04,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,"MODIFICACION INDEBIDA DE LAS TASAS DE INTERESES, COMISIONES U OTRAS CONDICIONES PACTADAS",8
0900,060100,01,09,06,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,TRANSACCION NO PROCESADA / MAL REALIZADA,71
0900,111000,01,09,111,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,MODIFICACIONES CONTRACTUALES DEL CRÉDITO - OTROS MOTIVOS,4
0900,180000,01,09,18,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",17
0900,190000,01,09,19,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,"DEMORA O INCUMPLIM.DE ENVIO DE CORRESPOND. (ESTAD. DE CTA., NOTAS DE CARGO, CRONOG. DE PAGOS, ETC.)",5
0900,210000,01,09,21,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,PUBLICIDAD ENGAÑOSA O INFORMACIÓN QUE INDUCE A ERROR,1
0900,220000,01,09,22,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,REPORTE INDEBIDO EN LA CENTRAL DE RIESGOS,10
0900,230000,01,09,23,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,DEMORA EN LA RECTIFICACION DE LA INFORMACION REPORTADA EN LA CENTRAL DE RIESGOS,6
0900,280800,01,09,28,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,6
0900,300000,01,09,30,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,2
0900,390000,01,09,39,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,INADECUADA ATENCION AL USUARIO,15
0900,390002,01,09,39,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,INADECUADA ATENCION AL USUARIO,2
0900,700007,01,09,06,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,TRANSACCION NO PROCESADA / MAL REALIZADA,3
0900,700010,01,09,03,OFICINA,CREDITOS DE CONSUMO - PRESTAMOS MULTIRED,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",58
1100,020000,01,11,02,OFICINA,TRANSFERENCIAS DE FONDOS (INTERBANCARIAS O INTRABANCARIA),"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",1
1100,030000,01,11,03,OFICINA,TRANSFERENCIAS DE FONDOS (INTERBANCARIAS O INTRABANCARIA),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",51
1100,060100,01,11,06,OFICINA,TRANSFERENCIAS DE FONDOS (INTERBANCARIAS O INTRABANCARIA),TRANSACCION NO PROCESADA / MAL REALIZADA,171
1100,180000,01,11,18,OFICINA,TRANSFERENCIAS DE FONDOS (INTERBANCARIAS O INTRABANCARIA),"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",13
1100,280800,01,11,28,OFICINA,TRANSFERENCIAS DE FONDOS (INTERBANCARIAS O INTRABANCARIA),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,5
1100,300000,01,11,30,OFICINA,TRANSFERENCIAS DE FONDOS (INTERBANCARIAS O INTRABANCARIA),FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,24
1100,340000,01,11,34,OFICINA,TRANSFERENCIAS DE FONDOS (INTERBANCARIAS O INTRABANCARIA),ERROR EN LOS DATOS DEL USUARIO REGISTRADOS EN LA EMPRESA,6
1100,390000,01,11,39,OFICINA,TRANSFERENCIAS DE FONDOS (INTERBANCARIAS O INTRABANCARIA),INADECUADA ATENCION AL USUARIO,13
1100,700007,01,11,06,OFICINA,TRANSFERENCIAS DE FONDOS (INTERBANCARIAS O INTRABANCARIA),TRANSACCION NO PROCESADA / MAL REALIZADA,4
1200,030000,01,12,03,OFICINA,TRANSFERENCIAS DE FONDOS AL EXTRANJERO - REMESAS,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",2
1200,060100,01,12,06,OFICINA,TRANSFERENCIAS DE FONDOS AL EXTRANJERO - REMESAS,TRANSACCION NO PROCESADA / MAL REALIZADA,5
1200,280800,01,12,28,OFICINA,TRANSFERENCIAS DE FONDOS AL EXTRANJERO - REMESAS,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,1
1700,020000,01,17,02,OFICINA,CHEQUES,"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",1
1700,030000,01,17,03,OFICINA,CHEQUES,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",2
1700,060100,01,17,06,OFICINA,CHEQUES,TRANSACCION NO PROCESADA / MAL REALIZADA,12
1700,090000,01,17,09,OFICINA,CHEQUES,"PROBLEMAS CON CHEQUES (MAL EMITIDOS,RECHAZADOS,DUPLICADOS,FALSOS)",5
1700,170000,01,17,17,OFICINA,CHEQUES,INCUMPLIMIENTO DEL SECRETO BANCARIO,1
1700,280800,01,17,28,OFICINA,CHEQUES,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,3
1700,300000,01,17,30,OFICINA,CHEQUES,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,3
1700,390000,01,17,39,OFICINA,CHEQUES,INADECUADA ATENCION AL USUARIO,15
1700,700007,01,17,06,OFICINA,CHEQUES,TRANSACCION NO PROCESADA / MAL REALIZADA,1
1800,060100,01,18,06,OFICINA,FIDEICOMISO,TRANSACCION NO PROCESADA / MAL REALIZADA,5
1800,270000,01,18,27,OFICINA,FIDEICOMISO,DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),3
1800,300000,01,18,30,OFICINA,FIDEICOMISO,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,1
2200,010000,02,102,01,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"INCUMPLIMIENTO DE CLAUSULAS DE LOS CONTRATOS, POLIZAS, CONDICIONES, ACUERDOS",2
2200,020000,02,102,02,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",14
2200,030000,02,102,03,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",937
2200,030001,02,102,03,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",557
2200,030002,02,102,03,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",11
2200,050000,02,102,06,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),TRANSACCION NO PROCESADA / MAL REALIZADA,7
2200,060100,02,102,06,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),TRANSACCION NO PROCESADA / MAL REALIZADA,2181
2200,070000,02,102,07,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),RETENCIONES INDEBIDAS (JUDICIALES Y/O COACTIVAS),3
2200,080000,02,102,08,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),CANCELACION DE CUENTA,20
2200,150000,02,102,15,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"PROBLEM. CON TARJETA DEBITO / CREDITO (RETENIDA, DESACTIVADA, BLOQUEADA, ANULADA, CANCELADA)",1
2200,180000,02,102,18,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",1499
2200,180001,02,102,18,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",1
2200,190000,02,102,19,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"DEMORA O INCUMPLIM.DE ENVIO DE CORRESPOND. (ESTAD. DE CTA., NOTAS DE CARGO, CRONOG. DE PAGOS, ETC.)",1
2200,210000,02,102,21,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PUBLICIDAD ENGAÑOSA O INFORMACIÓN QUE INDUCE A ERROR,1
2200,270000,02,102,27,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),2
2200,280000,02,102,28,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,457
2200,280005,02,102,28,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,583
2200,280006,02,102,28,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,87
2200,280800,02,102,28,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,13950
2200,290000,02,102,29,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),ENTREGA DE BILLETES FALSOS,88
2200,300000,02,102,30,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,239
2200,330000,02,102,33,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),DIFUSION DE INFORMACION DE OPERACIONES SIN AUTORIZACION DEL USUARIO,2
2200,380000,02,102,38,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCAOE - NO DISPENSO EFECTIVO O VOUCHER,2
2200,380001,02,102,38,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCAOE - NO DISPENSO EFECTIVO O VOUCHER,64
2200,380003,02,102,38,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCAOE - NO DISPENSO EFECTIVO O VOUCHER,1
2200,390000,02,102,39,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),INADECUADA ATENCION AL USUARIO,38
2200,390002,02,102,39,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),INADECUADA ATENCION AL USUARIO,29
2200,700001,02,102,28,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,10
2200,700004,02,102,06,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),TRANSACCION NO PROCESADA / MAL REALIZADA,7
2200,700008,02,102,18,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",1
2200,700009,02,102,03,Cajero automático,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1
2300,020000,03,102,02,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",15
2300,030000,03,102,03,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",165
2300,030001,03,102,03,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1
2300,030002,03,102,03,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",6
2300,060100,03,102,06,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),TRANSACCION NO PROCESADA / MAL REALIZADA,783
2300,150000,03,102,15,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"PROBLEM. CON TARJETA DEBITO / CREDITO (RETENIDA, DESACTIVADA, BLOQUEADA, ANULADA, CANCELADA)",3
2300,180000,03,102,18,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",346
2300,180001,03,102,18,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",1
2300,210000,03,102,21,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PUBLICIDAD ENGAÑOSA O INFORMACIÓN QUE INDUCE A ERROR,4
2300,280800,03,102,28,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,17
2300,300000,03,102,30,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,345
2300,380001,03,102,38,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCAOE - NO DISPENSO EFECTIVO O VOUCHER,2
2300,390000,03,102,39,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),INADECUADA ATENCION AL USUARIO,3
2300,390002,03,102,39,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),INADECUADA ATENCION AL USUARIO,4
2300,700007,03,102,06,Vía intermet,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),TRANSACCION NO PROCESADA / MAL REALIZADA,3
2700,020000,01,27,02,OFICINA,SERVICIOS DE RECAUDACION,"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",9
2700,030000,01,27,03,OFICINA,SERVICIOS DE RECAUDACION,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",12
2700,060100,01,27,06,OFICINA,SERVICIOS DE RECAUDACION,TRANSACCION NO PROCESADA / MAL REALIZADA,118
2700,270000,01,27,27,OFICINA,SERVICIOS DE RECAUDACION,DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),12
2700,280800,01,27,28,OFICINA,SERVICIOS DE RECAUDACION,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,2
2700,290000,01,27,29,OFICINA,SERVICIOS DE RECAUDACION,ENTREGA DE BILLETES FALSOS,1
2700,300000,01,27,30,OFICINA,SERVICIOS DE RECAUDACION,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,23
2700,390000,01,27,39,OFICINA,SERVICIOS DE RECAUDACION,INADECUADA ATENCION AL USUARIO,5
2700,390002,01,27,39,OFICINA,SERVICIOS DE RECAUDACION,INADECUADA ATENCION AL USUARIO,1
2701,020000,01,27,02,OFICINA,SERVICIOS DE RECAUDACION,"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",1
2701,030000,01,27,03,OFICINA,SERVICIOS DE RECAUDACION,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1
2701,060100,01,27,06,OFICINA,SERVICIOS DE RECAUDACION,TRANSACCION NO PROCESADA / MAL REALIZADA,13
2701,280000,01,27,28,OFICINA,SERVICIOS DE RECAUDACION,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,1
2701,280800,01,27,28,OFICINA,SERVICIOS DE RECAUDACION,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,5
2701,300000,01,27,30,OFICINA,SERVICIOS DE RECAUDACION,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,2
2801,030000,01,28,03,OFICINA,PAGO DE SERVICIOS,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",28
2801,060100,01,28,06,OFICINA,PAGO DE SERVICIOS,TRANSACCION NO PROCESADA / MAL REALIZADA,87
2801,270000,01,28,27,OFICINA,PAGO DE SERVICIOS,DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),2
2801,280800,01,28,28,OFICINA,PAGO DE SERVICIOS,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,2
2801,300000,01,28,30,OFICINA,PAGO DE SERVICIOS,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,35
2801,390000,01,28,39,OFICINA,PAGO DE SERVICIOS,INADECUADA ATENCION AL USUARIO,2
2901,020000,01,29,02,OFICINA,SERVICIOS VARIOS   ,"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",8
2901,030000,01,29,03,OFICINA,SERVICIOS VARIOS   ,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",73
2901,060100,01,29,06,OFICINA,SERVICIOS VARIOS   ,TRANSACCION NO PROCESADA / MAL REALIZADA,182
2901,180000,01,29,18,OFICINA,SERVICIOS VARIOS   ,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",8
2901,270000,01,29,27,OFICINA,SERVICIOS VARIOS   ,DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),14
2901,280800,01,29,28,OFICINA,SERVICIOS VARIOS   ,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,9
2901,290000,01,29,29,OFICINA,SERVICIOS VARIOS   ,ENTREGA DE BILLETES FALSOS,2
2901,300000,01,29,30,OFICINA,SERVICIOS VARIOS   ,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,27
