,A,B,C,D,target
452,0.2937116,0.2969402,0.2474466,0.16190160810947418,1
453,0.29390663,0.41751227,0.17483729,0.11374383419752121,1
454,0.29413942,0.11724747,0.5449716,0.04364149644970894,1
455,0.29442576,0.28135931,0.29184985,0.13236506283283234,1
456,0.29469225,0.31920883,0.18477611,0.20132282376289368,1
457,0.29481465,0.36623293,0.11583149,0.22312092781066895,1
458,0.29485443,0.36897504,0.060834393,0.2753361761569977,1
459,0.2953409,0.33570504,0.308504,0.06045003980398178,1
460,0.29645926,0.2294805,0.423355,0.05070525035262108,1
461,0.29649556,0.40722486,0.12932372,0.166955828666687,1
462,0.29665688,0.64570934,0.039323293,0.018310435116291046,1
463,0.296673,0.40542877,0.12936893,0.16852927207946777,1
464,0.29700854,0.58485836,0.07815637,0.039976757019758224,1
465,0.29793876,0.58739287,0.07502149,0.0396469421684742,1
466,0.29825944,0.51972777,0.14773564,0.03427720069885254,1
467,0.29900208,0.5351725,0.110503785,0.05532161891460419,1
468,0.2990348,0.24234551,0.2341908,0.22442884743213654,1
469,0.29909864,0.31599122,0.26593205,0.11897806078195572,1
470,0.30006143,0.5025826,0.15953085,0.037825096398591995,1
471,0.30075073,0.49823326,0.11054785,0.09046813100576401,1
472,0.30079234,0.5345821,0.10345129,0.06117432937026024,1
473,0.30085108,0.57872254,0.070162416,0.05026393383741379,1
474,0.30129573,0.52481997,0.15278849,0.021095842123031616,1
475,0.30151948,0.32863826,0.19529158,0.17455069720745087,1
476,0.30256593,0.3665419,0.18293032,0.14796188473701477,1
477,0.30357367,0.30571324,0.3420442,0.04866891726851463,1
478,0.3043696,0.34730926,0.30177498,0.04654615744948387,1
479,0.3049472,0.27789047,0.3565233,0.060639042407274246,1
480,0.30541733,0.24102248,0.37273315,0.08082705736160278,1
481,0.3058196,0.34272894,0.24778889,0.10366252809762955,1
482,0.30607286,0.42628643,0.13728707,0.1303536593914032,1
483,0.3062922,0.36177403,0.27373582,0.05819788947701454,1
484,0.30710265,0.3237904,0.24759308,0.12151389569044113,1
485,0.30717045,0.5545004,0.10392711,0.0344020314514637,1
486,0.3076971,0.52864033,0.13425243,0.029410123825073242,1
487,0.30939695,0.32236093,0.16199979,0.20624233782291412,1
488,0.30953816,0.4547522,0.12735708,0.10835253447294235,1
489,0.30971703,0.27375266,0.26172128,0.15480907261371613,1
490,0.30977407,0.56213784,0.07933753,0.04875052720308304,1
491,0.3112514,0.54845655,0.10920359,0.03108849935233593,1
492,0.31151292,0.51255095,0.1163678,0.059568341821432114,1
493,0.31164953,0.62860733,0.039609667,0.020133458077907562,1
494,0.31284997,0.51729906,0.11662051,0.053230442106723785,1
495,0.3129229,0.30941615,0.2621539,0.11550703644752502,1
496,0.3135824,0.3276647,0.30387047,0.054882459342479706,1
497,0.3148063,0.4953877,0.1670691,0.022736897692084312,1
498,0.31484962,0.41865692,0.17252904,0.09396442025899887,1
499,0.31606254,0.34325176,0.31878403,0.021901683881878853,1
500,0.31630126,0.42737135,0.14337035,0.11295703798532486,1
501,0.31632254,0.55414915,0.091400914,0.038127414882183075,1
502,0.3163891,0.42595556,0.19464655,0.06300872564315796,1
503,0.31660476,0.34877494,0.043534897,0.291085422039032,1
504,0.3167896,0.2406353,0.20948231,0.23309282958507538,1
505,0.31776658,0.45811647,0.20265095,0.02146601304411888,1
506,0.31838262,0.47778687,0.09665624,0.10717431455850601,1
507,0.31882718,0.4779935,0.10433499,0.09884436428546906,1
508,0.31928757,0.6047987,0.037364673,0.03854905068874359,1
509,0.31934395,0.45208195,0.21753527,0.011038796044886112,1
510,0.32014334,0.32414362,0.33486244,0.020850596949458122,1
511,0.32038075,0.32875115,0.3347337,0.016134412959218025,1
512,0.32092136,0.3554817,0.13719305,0.18640393018722534,1
513,0.3215614,0.11300688,0.51937884,0.04605289176106453,1
514,0.32259378,0.29579115,0.27641472,0.10520039498806,1
515,0.32262662,0.23534676,0.28713214,0.15489444136619568,1
516,0.3233781,0.21043205,0.34644946,0.11974036693572998,1
517,0.32404065,0.52474636,0.11206301,0.03914998844265938,1
518,0.3242618,0.42849687,0.094133385,0.1531078964471817,1
519,0.32432207,0.28924844,0.16198109,0.22444836795330048,1
520,0.32434595,0.19566837,0.21247396,0.2675116956233978,1
521,0.32458916,0.41773996,0.07702689,0.18064400553703308,1
522,0.32491565,0.37462595,0.09244531,0.2080131322145462,1
523,0.32545152,0.22847469,0.41965505,0.02641868405044079,1
524,0.32718888,0.56929076,0.07217023,0.03135010972619057,1
525,0.3275415,0.2805417,0.30268562,0.08923116326332092,1
526,0.32807708,0.2718552,0.20959072,0.19047698378562927,1
527,0.32838625,0.4537969,0.17419356,0.043623339384794235,1
528,0.33006433,0.22981447,0.20932354,0.2307976484298706,1
529,0.33070356,0.4680027,0.17976794,0.021525736898183823,1
530,0.33076343,0.49973577,0.11392618,0.05557461827993393,1
531,0.33094272,0.1904594,0.32048023,0.15811766684055328,1
532,0.33138674,0.22776829,0.29250407,0.14834089577198029,1
533,0.3315383,0.4234354,0.15235157,0.09267477691173553,1
534,0.33298898,0.19081998,0.22582443,0.25036659836769104,1
535,0.33427045,0.48103613,0.081152365,0.1035410538315773,1
536,0.33449095,0.41768125,0.18694519,0.06088259816169739,1
537,0.33480552,0.48698086,0.093515515,0.08469809591770172,1
538,0.3353911,0.4354548,0.1970437,0.032110389322042465,1
539,0.3355745,0.31391862,0.296921,0.05358588695526123,1
540,0.33695725,0.32544643,0.10448763,0.23310871422290802,1
541,0.33763406,0.5715595,0.059436757,0.03136969357728958,1
542,0.33806643,0.5043597,0.11802062,0.03955324739217758,1
543,0.33889273,0.45569208,0.17249592,0.032919272780418396,1
544,0.3397477,0.48507035,0.10287399,0.07230794429779053,1
545,0.3398533,0.25768092,0.24018164,0.16228415071964264,1
546,0.34052846,0.35998031,0.27637225,0.023118922486901283,1
547,0.3410901,0.41851088,0.21710514,0.023293867707252502,1
548,0.34154564,0.47792995,0.08434505,0.09617934376001358,1
549,0.34216088,0.5524027,0.055751394,0.04968501999974251,1
550,0.34240818,0.46313402,0.14597312,0.04848473146557808,1
551,0.34283757,0.4258036,0.1798314,0.051527440547943115,1
552,0.34305534,0.14102721,0.29152447,0.22439295053482056,1
553,0.34311485,0.27434158,0.36059436,0.02194915898144245,1
554,0.34421706,0.27565873,0.27192786,0.10819630324840546,1
555,0.34449852,0.28547004,0.2222334,0.14779800176620483,1
556,0.34485582,0.13507445,0.46162832,0.0584414042532444,1
557,0.34541112,0.42989776,0.17490888,0.04978223517537117,1
558,0.34591818,0.47944036,0.13645157,0.03818986192345619,1
559,0.3460777,0.51590854,0.08869224,0.049321502447128296,1
560,0.3469238,0.45279494,0.08395625,0.1163249984383583,1
561,0.34743527,0.3974772,0.18580392,0.06928360462188721,1
562,0.3476432,0.23403904,0.3583576,0.05996016412973404,1
563,0.3485487,0.53557706,0.092116065,0.023758113384246826,1
564,0.34869048,0.41863838,0.1938044,0.0388667918741703,1
565,0.34985748,0.38234723,0.1771727,0.09062259644269943,1
566,0.35070083,0.3840827,0.2362492,0.028967326506972313,1
567,0.35187948,0.36740834,0.2589127,0.02179950848221779,1
568,0.3523299,0.27826455,0.32161343,0.04779209569096565,1
569,0.35292554,0.5392306,0.08900923,0.01883460208773613,1
570,0.35379112,0.27578825,0.29889187,0.07152874022722244,1
571,0.35405126,0.45410955,0.11372377,0.07811541855335236,1
572,0.3544581,0.49361083,0.08135022,0.07058085501194,1
573,0.35474464,0.42946455,0.19852418,0.0172666534781456,1
574,0.3554224,0.45451915,0.08692534,0.10313311964273453,1
575,0.35591373,0.3804556,0.11600854,0.14762215316295624,1
576,0.3559435,0.39430335,0.075875126,0.17387807369232178,1
577,0.3568591,0.5247307,0.08363296,0.03477731719613075,1
578,0.35689193,0.5648212,0.05478674,0.023500142619013786,1
579,0.3573024,0.40869132,0.076746464,0.15725985169410706,1
580,0.35776275,0.39023668,0.052533165,0.19946742057800293,1
581,0.3583155,0.21562956,0.36725044,0.058804504573345184,1
582,0.3583157,0.2156278,0.36725193,0.05880450829863548,1
583,0.3584943,0.3025326,0.13036256,0.20861053466796875,1
584,0.3586211,0.34035242,0.2256482,0.07537828385829926,1
585,0.35990897,0.27803087,0.32733166,0.0347285233438015,1
586,0.360177,0.5411707,0.06956763,0.02908465825021267,1
587,0.36069903,0.2255664,0.3917348,0.021999787539243698,1
588,0.3608286,0.14205343,0.46360326,0.03351473808288574,1
589,0.36112586,0.49658525,0.08462201,0.057666879147291183,1
590,0.3619899,0.4197651,0.120574,0.09767100214958191,1
591,0.3625738,0.5216561,0.0759171,0.039853036403656006,1
592,0.36334854,0.2743416,0.19525287,0.16705700755119324,1
593,0.3639666,0.55176526,0.068967834,0.015300302766263485,1
594,0.36428365,0.37335432,0.101472445,0.16088959574699402,1
595,0.36468762,0.43625996,0.051370446,0.14768199622631073,1
596,0.36517397,0.26194912,0.16803111,0.20484581589698792,1
597,0.3662418,0.52364486,0.072730996,0.03738228231668472,1
598,0.366816,0.37138528,0.13752027,0.12427843362092972,1
599,0.36692923,0.51201355,0.0892853,0.03177192434668541,1
600,0.36794323,0.43412262,0.14619674,0.05173741281032562,1
601,0.36797905,0.21953861,0.32317612,0.08930617570877075,1
602,0.36880928,0.14341095,0.28342605,0.2043536752462387,1
603,0.36916226,0.27381414,0.33978242,0.017241166904568672,1
604,0.36931276,0.4924681,0.08977016,0.04844895750284195,1
605,0.36947796,0.35960412,0.19081682,0.08010107278823853,1
606,0.37148046,0.48673487,0.1092717,0.032512959092855453,1
607,0.37148133,0.53263146,0.083280906,0.012606283649802208,1
608,0.3724186,0.45833424,0.14567183,0.023575277999043465,1
609,0.37265274,0.48959166,0.042702384,0.09505324810743332,1
610,0.37271962,0.18876351,0.35377076,0.08474605530500412,1
611,0.37315485,0.20893663,0.2396907,0.1782178282737732,1
612,0.37335846,0.34656417,0.22406794,0.056009430438280106,1
613,0.37368885,0.43042028,0.17477278,0.021118110045790672,1
614,0.37411648,0.2349401,0.33286175,0.058081623166799545,1
615,0.3746504,0.14931518,0.4368366,0.039197783917188644,1
616,0.37511677,0.3782106,0.088808,0.15786464512348175,1
617,0.37756556,0.42463064,0.1143745,0.08342922478914261,1
618,0.37764928,0.4963286,0.050654814,0.07536736130714417,1
619,0.37840086,0.2023171,0.36081108,0.0584709458053112,1
620,0.37862456,0.36012268,0.1642058,0.09704694896936417,1
621,0.37950954,0.41168237,0.19573627,0.013071785680949688,1
622,0.37957656,0.5526062,0.04536474,0.022452523931860924,1
623,0.3798579,0.507705,0.06596431,0.046472806483507156,1
624,0.38072923,0.37305677,0.2047158,0.04149823263287544,1
625,0.38079476,0.09343359,0.45375752,0.07201416045427322,1
626,0.38138306,0.32325175,0.064003475,0.23136168718338013,1
627,0.3814199,0.28963318,0.19957694,0.12936995923519135,1
628,0.3815739,0.4474666,0.07028371,0.1006757989525795,1
629,0.38182172,0.37911195,0.1631519,0.07591444253921509,1
630,0.3822541,0.5266837,0.060125,0.030937232077121735,1
631,0.38263807,0.4869763,0.08817313,0.04221248999238014,1
632,0.38280234,0.3521904,0.11024944,0.15475784242153168,1
633,0.3829959,0.47101727,0.09828133,0.047705527395009995,1
634,0.38347197,0.32248753,0.150882,0.1431584656238556,1
635,0.38353837,0.52806014,0.06208738,0.026314182206988335,1
636,0.38460907,0.37976247,0.088804826,0.14682364463806152,1
637,0.3855128,0.24589232,0.2772007,0.09139417111873627,1
638,0.38687274,0.39387643,0.14029992,0.07895093411207199,1
639,0.388581,0.51315165,0.065035224,0.03323211520910263,1
640,0.38958088,0.33870903,0.19905753,0.07265258580446243,1
641,0.3896686,0.40317076,0.18855482,0.018605833873152733,1
642,0.39065582,0.482343,0.10775085,0.019250335171818733,1
643,0.39065737,0.28447974,0.3014699,0.023393047973513603,1
644,0.39117226,0.2731797,0.30722573,0.02842230722308159,1
645,0.39152947,0.34340432,0.21574683,0.04931941255927086,1
646,0.39158767,0.39510587,0.1692144,0.044092074036598206,1
647,0.39158767,0.3951113,0.16920893,0.044092051684856415,1
648,0.39159364,0.3950969,0.16921738,0.0440920889377594,1
649,0.3922021,0.355944,0.1895461,0.06230783089995384,1
650,0.39255452,0.46311846,0.11534226,0.028984710574150085,1
651,0.3939038,0.3781013,0.123565465,0.10442950576543808,1
652,0.394211,0.42634618,0.044317126,0.13512569665908813,1
653,0.3955854,0.25631738,0.27663496,0.0714622437953949,1
654,0.39597437,0.20976107,0.18043227,0.21383225917816162,1
655,0.39631918,0.4695391,0.110480055,0.023661674931645393,1
656,0.3969828,0.37566525,0.1475875,0.0797644630074501,1
657,0.39990568,0.45075253,0.0987045,0.05063727870583534,1
658,0.40182397,0.41569453,0.14278615,0.03969532623887062,1
659,0.40244433,0.45710745,0.117378116,0.023070085793733597,1
660,0.40249407,0.45160964,0.11969003,0.026206277310848236,1
661,0.4026782,0.35857108,0.18390541,0.054845262318849564,1
662,0.4027278,0.42104846,0.05780566,0.11841804534196854,1
663,0.4043207,0.4498606,0.03713647,0.10868220776319504,1
664,0.40444246,0.310007,0.19849806,0.08705244213342667,1
665,0.4056862,0.17621726,0.35065305,0.06744352728128433,1
666,0.4058584,0.43659517,0.120860554,0.03668589144945145,1
667,0.4066439,0.2113484,0.34899116,0.033016499131917953,1
668,0.40800714,0.46075287,0.10296401,0.0282759889960289,1
669,0.40930092,0.25705606,0.25462753,0.07901553064584732,1
670,0.40955344,0.36465582,0.19241036,0.033380355685949326,1
671,0.4102498,0.34735575,0.2066731,0.035721320658922195,1
672,0.4111665,0.16739398,0.3107638,0.11067571491003036,1
673,0.41121766,0.3027117,0.2354526,0.050618067383766174,1
674,0.41123724,0.43390918,0.105832554,0.049021005630493164,1
675,0.41160244,0.40907165,0.13043469,0.04889122024178505,1
676,0.4116803,0.4277538,0.13468364,0.025882216170430183,1
677,0.4122982,0.23215458,0.26174355,0.09380368888378143,1
678,0.41247058,0.2542838,0.28942037,0.04382523149251938,1
679,0.41274235,0.4190365,0.14294793,0.025273215025663376,1
680,0.41299915,0.47023696,0.10611723,0.0106466393917799,1
681,0.4131881,0.21200863,0.3386556,0.03614768758416176,1
682,0.41352016,0.39627323,0.1484441,0.0417625829577446,1
683,0.41358176,0.22008418,0.17146768,0.1948663592338562,1
684,0.4156966,0.46257252,0.03257277,0.08915813267230988,1
685,0.41728026,0.33182302,0.15671115,0.09418556094169617,1
686,0.41730592,0.26422387,0.28875434,0.029715869575738907,1
687,0.41805643,0.3241047,0.12712504,0.1307137906551361,1
688,0.41960832,0.3547634,0.19751331,0.028114942833781242,1
689,0.42106476,0.12800212,0.43401808,0.016915004700422287,1
690,0.4223446,0.45258394,0.042044986,0.0830264762043953,1
691,0.4225486,0.40498355,0.07930886,0.0931590273976326,1
692,0.4230858,0.3505508,0.14082824,0.08553511649370193,1
693,0.42363197,0.42909846,0.10096195,0.046307630836963654,1
694,0.42383736,0.4048888,0.14004682,0.031227029860019684,1
695,0.42422998,0.37448174,0.17045258,0.030835721641778946,1
696,0.42452598,0.5014145,0.03388491,0.040174685418605804,1
697,0.42458737,0.43419304,0.093523465,0.04769610986113548,1
698,0.42479202,0.3846556,0.14214502,0.04840734601020813,1
699,0.42485404,0.4205524,0.11678345,0.03781013935804367,1
700,0.42613614,0.39335987,0.1504397,0.030064314603805542,1
701,0.42635065,0.4535484,0.08282176,0.03727923333644867,1
702,0.42654076,0.303225,0.10803111,0.16220314800739288,1
703,0.4270268,0.2694962,0.23604433,0.06743266433477402,1
704,0.42714217,0.409017,0.123852044,0.039988793432712555,1
705,0.4281267,0.34165052,0.19672671,0.033496055752038956,1
706,0.42891604,0.37926704,0.16941607,0.022400831803679466,1
707,0.42961553,0.3559455,0.14995234,0.06448659300804138,1
708,0.43032208,0.3507961,0.13394973,0.08493208885192871,1
709,0.43032435,0.46191818,0.06632538,0.04143211618065834,1
710,0.4318564,0.2635308,0.10527374,0.1993390917778015,1
711,0.43208316,0.35666788,0.1688409,0.04240809753537178,1
712,0.43284073,0.47173718,0.06142735,0.03399471938610077,1
713,0.43573692,0.14389896,0.35525772,0.06510636955499649,1
714,0.4360689,0.2736274,0.25645763,0.03384607657790184,1
715,0.43731707,0.34483716,0.18143609,0.036409661173820496,1
716,0.43788984,0.11512803,0.29899055,0.1479915976524353,1
717,0.4379239,0.3650394,0.08835894,0.1086777001619339,1
718,0.4382711,0.34859198,0.09982019,0.11331672966480255,1
719,0.43971437,0.45129883,0.07209943,0.03688734769821167,1
720,0.43986815,0.40245244,0.13790928,0.01977015845477581,1
721,0.4402911,0.42433923,0.08917776,0.046191856265068054,1
722,0.44054475,0.2678634,0.19150761,0.10008426755666733,1
723,0.44213083,0.30431986,0.14344539,0.11010394245386124,1
724,0.4421868,0.46628878,0.07121974,0.020304720848798752,1
725,0.44235867,0.14206164,0.32656378,0.0890158861875534,1
726,0.44415015,0.21264793,0.17781688,0.16538505256175995,1
727,0.4448472,0.35504022,0.06525593,0.13485665619373322,1
728,0.4459338,0.16069557,0.16494389,0.2284267246723175,1
729,0.4460428,0.2721328,0.22218277,0.05964161083102226,1
730,0.4466683,0.3644592,0.09756761,0.0913049504160881,1
731,0.44801295,0.26041138,0.19149712,0.10007856786251068,1
732,0.44805023,0.25588712,0.24933709,0.04672548919916153,1
733,0.4488451,0.2810177,0.1669813,0.1031559482216835,1
734,0.44942507,0.20653756,0.06464518,0.27939221262931824,1
735,0.4499267,0.4422361,0.094880216,0.012956943362951279,1
736,0.4509563,0.3840729,0.10611163,0.05885915458202362,1
737,0.45237926,0.45045307,0.0782045,0.01896321401000023,1
738,0.4527357,0.41171178,0.12085891,0.014693600125610828,1
739,0.45331043,0.21317965,0.30897897,0.02453097701072693,1
740,0.45334688,0.29666403,0.22548103,0.024507993832230568,1
741,0.45393765,0.28139168,0.14242344,0.12224723398685455,1
742,0.45404956,0.18625519,0.31084752,0.048847746104002,1
743,0.4554437,0.34408796,0.12110882,0.07935954630374908,1
744,0.45649755,0.3354175,0.16850202,0.03958297520875931,1
745,0.456891,0.3768783,0.093693875,0.07253680378198624,1
746,0.4569309,0.33401266,0.094903864,0.11415253579616547,1
747,0.4576365,0.36807317,0.13025783,0.04403248429298401,1
748,0.45988116,0.27833778,0.20584707,0.05593394860625267,1
749,0.4612185,0.3770626,0.14559591,0.016123026609420776,1
750,0.46123603,0.27933264,0.21158573,0.04784556105732918,1
751,0.46129555,0.32584023,0.1898038,0.023060398176312447,1
752,0.46150833,0.46881607,0.056486394,0.013189200311899185,1
753,0.4617035,0.16438794,0.33020794,0.04370060935616493,1
754,0.46171004,0.28013864,0.09029925,0.1678520292043686,1
755,0.4619569,0.34799847,0.14642622,0.04361845925450325,1
756,0.46270874,0.29792348,0.0788347,0.1605331003665924,1
757,0.46286783,0.43987787,0.06718987,0.030064405873417854,1
758,0.46355546,0.4471478,0.058054995,0.031241752207279205,1
759,0.4649121,0.4388488,0.07506043,0.021178720518946648,1
760,0.46498406,0.37509117,0.10503174,0.05489300191402435,1
761,0.46571514,0.26728892,0.23095848,0.03603741154074669,1
762,0.46577913,0.36413053,0.11933653,0.05075377598404884,1
763,0.46657687,0.2180478,0.10821274,0.2071625292301178,1
764,0.4665837,0.30447364,0.070039466,0.15890318155288696,1
765,0.46778566,0.44662797,0.057592675,0.027993712574243546,1
766,0.4686104,0.1681956,0.33016813,0.03302586078643799,1
767,0.4691044,0.3326313,0.1302129,0.06805138289928436,1
768,0.46915454,0.3147855,0.08243842,0.13362151384353638,1
769,0.4693533,0.4094248,0.090135075,0.03108682483434677,1
770,0.4718678,0.18564786,0.31267312,0.0298111941665411,1
771,0.47188216,0.24107233,0.14943816,0.13760735094547272,1
772,0.47200006,0.38013852,0.099156946,0.04870443418622017,1
773,0.47421354,0.3529693,0.120855235,0.05196197330951691,1
774,0.47441274,0.4050812,0.07944633,0.0410596989095211,1
775,0.47441363,0.31452838,0.07017472,0.14088328182697296,1
776,0.4746169,0.37603053,0.097132646,0.05221991240978241,1
777,0.47549418,0.0978524,0.38692972,0.039723675698041916,1
778,0.4765085,0.32252777,0.15167286,0.04929085820913315,1
779,0.47834888,0.26010934,0.22241774,0.0391240268945694,1
780,0.47872037,0.3557125,0.12583736,0.039729781448841095,1
781,0.4794142,0.23173039,0.10022608,0.1886293590068817,1
782,0.479786,0.278185,0.12754066,0.11448831111192703,1
783,0.48479846,0.370228,0.062418107,0.082555390894413,1
784,0.48543096,0.33087653,0.12064266,0.06304982304573059,1
785,0.48640302,0.37795618,0.07170385,0.06393696367740631,1
786,0.48642096,0.3174445,0.16646914,0.029665356501936913,1
787,0.4866234,0.43004754,0.057980474,0.02534855343401432,1
788,0.4897716,0.34181392,0.12425004,0.04416447505354881,1
789,0.4898247,0.2647067,0.08696473,0.15850383043289185,1
790,0.49014908,0.43551567,0.050197545,0.02413766086101532,1
791,0.49122,0.17642406,0.1371347,0.1952212005853653,1
792,0.4913858,0.22895472,0.21999116,0.05966832488775253,1
793,0.49200228,0.3509023,0.07842629,0.07866913825273514,1
794,0.49273306,0.34922558,0.101732776,0.05630854517221451,1
795,0.49372965,0.14582242,0.16140392,0.19904398918151855,1
796,0.49395433,0.28284913,0.18198353,0.04121297597885132,1
797,0.49474075,0.13143314,0.2851509,0.08867519348859787,1
798,0.49605933,0.3354919,0.13907088,0.02937791310250759,1
799,0.4963942,0.42401057,0.051673453,0.0279217716306448,1
800,0.4967883,0.27208698,0.17311998,0.0580047108232975,1
801,0.49717978,0.3313074,0.084000476,0.08751237392425537,1
802,0.49886048,0.27667075,0.116105385,0.10836336016654968,1
803,0.49942735,0.3208177,0.10426935,0.07548560947179794,1
804,0.5014315,0.35666648,0.10657279,0.03532921150326729,1
805,0.5031643,0.2700958,0.10596947,0.12077046185731888,1
806,0.50523126,0.14160682,0.23497519,0.11818672716617584,1
807,0.50636905,0.29688776,0.1107495,0.08599371463060379,1
808,0.5066062,0.42758834,0.045443453,0.020362040027976036,1
809,0.5066892,0.32350758,0.068499215,0.10130397975444794,1
810,0.5070953,0.3714652,0.079945594,0.04149390384554863,1
811,0.5085137,0.36657727,0.07097406,0.05393495783209801,1
812,0.50914973,0.21386826,0.21550766,0.06147432699799538,1
813,0.5097196,0.3419383,0.12996824,0.018373848870396614,1
814,0.51016474,0.3134251,0.15118764,0.02522253431379795,1
815,0.5102905,0.24170429,0.16872574,0.07927947491407394,1
816,0.5112685,0.18066943,0.26637164,0.041690509766340256,1
817,0.5116874,0.3184782,0.115898296,0.05393611267209053,1
818,0.51222986,0.35978276,0.0969336,0.031053753569722176,1
819,0.5130017,0.20236342,0.25426042,0.03037448599934578,1
820,0.5138592,0.29842013,0.16740125,0.020319391041994095,1
821,0.5149105,0.36083263,0.08274124,0.041515618562698364,1
822,0.5157956,0.22720926,0.12094717,0.13604800403118134,1
823,0.5176789,0.20279434,0.11020801,0.1693187803030014,1
824,0.5180194,0.27119866,0.15923189,0.05155007541179657,1
825,0.5185185,0.38420877,0.06635987,0.030912887305021286,1
826,0.52177465,0.3286598,0.038008172,0.11155737191438675,1
827,0.5221701,0.35530487,0.05118757,0.07133741676807404,1
828,0.5252517,0.33348253,0.10983468,0.03143109381198883,1
829,0.5254588,0.22403829,0.23432903,0.016173921525478363,1
830,0.5257033,0.23658533,0.15558131,0.08213008940219879,1
831,0.5257502,0.3240668,0.13225672,0.01792631484568119,1
832,0.52622706,0.17848583,0.11404119,0.18124593794345856,1
833,0.52707285,0.2766035,0.17959423,0.01672944612801075,1
834,0.52736396,0.30395812,0.113926366,0.05475151538848877,1
835,0.52926064,0.37257004,0.046117254,0.05205211415886879,1
836,0.5294767,0.2661827,0.15466669,0.04967394471168518,1
837,0.52956396,0.3017906,0.14434764,0.02429783344268799,1
838,0.52982795,0.24423797,0.17896464,0.0469694659113884,1
839,0.5316344,0.32088575,0.098879315,0.048600517213344574,1
840,0.5319148,0.31104377,0.043130543,0.11391091346740723,1
841,0.5332218,0.21755913,0.13889854,0.110320545732975,1
842,0.533708,0.15669708,0.25392994,0.05566494166851044,1
843,0.53375334,0.38937706,0.050626405,0.026243187487125397,1
844,0.5346707,0.29739383,0.13420914,0.03372630476951599,1
845,0.53486085,0.32423574,0.09359003,0.047313395887613297,1
846,0.5360821,0.36164773,0.06732006,0.03495015203952789,1
847,0.5369562,0.08377312,0.26027057,0.1190001517534256,1
848,0.5370217,0.3425224,0.058384698,0.062071219086647034,1
849,0.53714216,0.36789733,0.07702758,0.01793292537331581,1
850,0.53934205,0.39229634,0.05411206,0.014249518513679504,1
851,0.53943264,0.35065648,0.07961647,0.030294395983219147,1
852,0.54045254,0.37728775,0.034708235,0.047551460564136505,1
853,0.54175967,0.2817914,0.11364251,0.06280642747879028,1
854,0.5419752,0.26095712,0.13421702,0.06285064667463303,1
855,0.54276305,0.16766134,0.19174495,0.097830630838871,1
856,0.5432992,0.39175233,0.04925594,0.015692545101046562,1
857,0.5437421,0.33227628,0.085321225,0.038660380989313126,1
858,0.54436696,0.25678465,0.14998768,0.04886071756482124,1
859,0.5463526,0.33612704,0.07584595,0.04167436435818672,1
860,0.54672384,0.17560965,0.0752742,0.20239229500293732,1
861,0.54701173,0.35045615,0.04682088,0.055711232125759125,1
862,0.5474895,0.21691284,0.20114355,0.034454040229320526,1
863,0.54828507,0.1732181,0.21039817,0.06809869408607483,1
864,0.54980344,0.35202986,0.029808888,0.06835778057575226,1
865,0.55306566,0.23523821,0.07950412,0.13219203054904938,1
866,0.55371886,0.3501636,0.050985925,0.04513154923915863,1
867,0.55421007,0.21479437,0.105013855,0.12598170340061188,1
868,0.554945,0.348197,0.07518967,0.021668393164873123,1
869,0.5554923,0.33712673,0.09141902,0.015961909666657448,1
870,0.55644304,0.28120148,0.10720563,0.055149782449007034,1
871,0.5568951,0.31932423,0.10329165,0.02048911340534687,1
872,0.5569002,0.28321582,0.10500628,0.054877687245607376,1
873,0.5599739,0.26069456,0.11506818,0.06426332890987396,1
874,0.56265587,0.2043952,0.1987942,0.03415471315383911,1
875,0.5642629,0.2325791,0.17517959,0.027978399768471718,1
876,0.56491315,0.19782946,0.15576866,0.08148877322673798,1
877,0.56491446,0.3477543,0.064670235,0.022661007940769196,1
878,0.5663747,0.27654645,0.12918055,0.027898240834474564,1
879,0.56663454,0.21873078,0.13831693,0.07631775736808777,1
880,0.56665283,0.29506218,0.10479345,0.03349149599671364,1
881,0.5679475,0.31108785,0.08140346,0.03956114128232002,1
882,0.5692038,0.2732658,0.09119513,0.06633525341749191,1
883,0.5694239,0.28313795,0.106047824,0.041390325874090195,1
884,0.5695432,0.24944857,0.09632225,0.08468599617481232,1
885,0.57010293,0.27592474,0.13928118,0.014691133052110672,1
886,0.57303214,0.25644207,0.10684871,0.063677117228508,1
887,0.57470137,0.24268837,0.13291946,0.04969078302383423,1
888,0.5758224,0.2664668,0.07778422,0.07992662489414215,1
889,0.5776532,0.21035446,0.08709058,0.12490172684192657,1
890,0.5777451,0.1914136,0.08558467,0.14525668323040009,1
891,0.58095205,0.29764006,0.09592545,0.025482414290308952,1
892,0.5820829,0.14237124,0.19704792,0.07849793881177902,1
893,0.58250165,0.26287177,0.10065242,0.05397409573197365,1
894,0.5835358,0.3155366,0.06405831,0.03686929866671562,1
895,0.58551306,0.2937218,0.08815675,0.03260842710733414,1
896,0.5857974,0.23938923,0.13478144,0.040031906217336655,1
897,0.5860519,0.28617996,0.08382717,0.04394098371267319,1
898,0.58723944,0.2286437,0.14930554,0.034811317920684814,1
899,0.59147346,0.22120225,0.0910805,0.09624380618333817,1
900,0.59203345,0.19246542,0.14153403,0.0739670991897583,1
901,0.5922136,0.28418365,0.08430928,0.03929351642727852,1
902,0.59282255,0.28721178,0.047070473,0.07289524376392365,1
903,0.5929119,0.20266001,0.13846537,0.0659627690911293,1
